Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Benefits and perks,Job Type,monthly,hourly,daily,min_salary,max_salary,avg_salary,job_state,python_yn,rstudio_yn,spark_yn,aws_yn,excel_yn
AI-ML Engineer,"₹8,00,000 - ₹12,00,000 a year","Roles and Responsibilities
Architect, build and maintain new and existing ML and AI systems and their underlying algorithms
Researching and implementing end-to-end AI and ML solutions by defining suitable algorithms with retraining pipeline
Interaction with stakeholders to understand the business problem
Data gathering, data cleaning and data processing of historical data
Developing of dashboards for various datasets

Technical skills required
Expertise in languages Python, C++, MATLAB, R
Experience with Image Processing tools like TensorFlow, OpenCV, Keras, CUDA, PyTorch,
Well versed with deep learning algorithms for image segmentation, object detection and image classification
Knowledge of Visualization tools such as PowerBI, Tableau
Experience in developing, deploying and retraining machine learning algorithms
Deep knowledge of probability and statistics
Good knowledge of database systems and languages
Strong analytical, problem-solving and teamwork skills
Understanding of data structure, data modeling and software architecture
Familiarity with Azure cloud

Soft skills required
Strong analytical mindset, problem-solving skills and teamwork
Good verbal and written communication skill

Administrative skills required
Documentation
Hiring Insights
Job activity
Posted 28 days ago",4.0,Larsen & Toubro Limited,"Vadodara, Gujarat",,nan,0,0,0,800000,1200000,1000000.0,Gujarat,1,0,0,0,0
Data Scientist,"Up to ₹30,00,000 a year","
Job Description
Summary of Job Purpose:
We are looking for Data Scientist/Sr Data Scientist for the Analytics team with experience of analytics/data science projects making significant contribution to design of analytical approach, Machine Learning/Deep Learning application skills, Statistical/ML modeling skills etc. The candidate is expected to possess good analytical, decision making and problem solving skills.
Duties and Responsibilities:
 Ability to work with large data sets and present conclusions to key stakeholders; Data management using R/Python/Spark
 Working through the phases of project o Define data requirements for creating a model and understand the business problem
o Optimize processing speed, automate iterative tasks as much possible, write codes in modular form with high reusability
o Clean, aggregate, analyze, interpret data, and carry out quality analysis of it o Set up data warehouse for predictive/prescriptive analysis
o Development of AI/ML models or statistical/econometric models.
o Hands on experience in Market Mix Optimization, Pricing and Promotion optimization, Assortment optimization etc.
 Working along with the team members
 Looking for insight and creating a presentation to demonstrate these insights
 Supporting development and maintenance of proprietary marketing techniques and other knowledge development projects
Educational Background/Qualifications:
 BTech in Computer Science, MCA or Master degree in Statistics/Econometrics/Mathematics or related subjects
 MPhil/PhD in Statistics/Econometrics or related fields
Requirements:
 2+ years of work experience in consulting/analytics with reputed organization is desirable.
 Have an understanding of econometric/statistical modelling and analysis techniques such as regression analysis, hypothesis testing, multivariate statistical analysis, time series techniques, optimization techniques, and programming languages like R/ Python/ Spark is a mandate
 Working knowledge in Machine Learning algorithms like Random Forest, Gradient Boosting, XGBoost, Neural Network etc. Soft Skills:
 Strong problem solving skills
 Good team player
 Attention to details
 Good communication skills
Technical Skills:
 Statistical Analysis
 Machine Learning/Deep Learning
 Predictive Modeling
 Prescriptive Modeling
 Natural Language Processing
Job Type: Full-time
Salary: Up to ₹3,000,000.00 per year
Schedule:
Day shift
Morning shift
Ability to commute/relocate:
Delhi, Delhi: Reliably commute or planning to relocate before starting work (Required)
Experience:
total work: 2 years (Preferred)
Work Location: One location
Application Deadline: 10/03/2023
Hiring Insights
Hiring 10+ candidates for this role
Job activity
0
Posted 30+ days ago",-1.0,Aveon InfoTech PVT.LTD,"Delhi, Delhi",,Full-time,0,0,0,0,3000000,1500000.0,Delhi,1,0,1,0,0
Analytics Data Engineer / Data Scientist,"₹90,000 - ₹1,50,000 a month","
Analytics Data Preparation. Exploratory Analytics. Analytics Use Cases. Hypothesis. Validate. Define, Derive, Build Smart Variables. Modeling. Solid SQL and Stored Procedure. Ability to operationalise the data pipeline. Experienced / Familiar with Model Building and Validation. Operationalise 360 degree Analytical data feedback loop. Bring out Business inferences, derived insights, refine for business consumption.
Joining Time:
Only those available to join immediately, may apply for this post. Please include a covering note with your current status, your location, earliest available start date, to help us prioritise your application.
Essential:
Very Good SQL and Stored Procedures towards preparing Analytical Data Pipeline
Analytics Mindset with ability to relate to the business priorities
Good Data Analysis Skills, Understanding of Data Data Model
4 plus Customer Project experience handling large scale data volumes
Work Location: Rajajinagar, close to Rajajinagar Metro Station
We are looking at candidates for whom it is convenient to work from office. Flexible working model may be considered post the ramp up and familiarity based on the expertise level.
Make us Prioritise your response:
Tell us about most interesting and recent Analytics Data pipeline building and insights derivation experience. Please email your response to the validation question above along with your profile.
Project Info:
An end to end DWH, BI, Analytics, Data Science Project Deployment. Customer facing role with ample opportunity to deliver direct value to the business
Job Types: Contractual / Temporary, Freelance
Contract length: 6 months
Salary: ₹90,000.00 - ₹150,000.00 per month
Benefits:
Flexible schedule
Schedule:
Day shift
Monday to Friday
Ability to commute/relocate:
Bengaluru, Bengaluru - 560010, Karnataka: Reliably commute or planning to relocate before starting work (Required)
Application Question(s):
Are you available to join immediately
Experience:
Data Pipeline Building: 2 years (Required)
Data and Analytics: 4 years (Required)
Expected Start Date: 15/02/2023
Hiring Insights
Application response rate: 75%
Hiring 1 candidate for this role
Job activity
Employer reviewed job 13 days ago
Posted 30+ days ago",-1.0,COMPEGENCE,"Bengaluru, Karnataka",,"Contractual / Temporary, Freelance",1,0,0,90000,150000,120000.0,Karnataka,0,0,0,0,0
ML Engineer,"₹9,86,309 - ₹34,97,689 a year","
ML Engineer
Relevant Experience: 3 - 10 years
Job Description
Wavelabs is looking for a Lead ML Engineer / Sr. ML Engineer to join our AI Center of Excellence (CoE). We are a team of Data Scientists, Data Analysts, Program Managers, Product Managers and MLOps engineers in-charge of building the next generation of AI products. A successful candidate will have technical depth, a positive attitude, and a passion for achieving results
Mandatory Skills
3+ years of work experience in writing code in Python
Experience in using various Python libraries like Pandas, NumPy
Experience in writing good quality code in Python and code refactoring techniques (e.g., IDE’s – PyCharm, Visual Studio Code; Libraries – Pylint, pycodestyle, pydocstyle, Black)
Deep understanding of data structures, algorithms, and excellent problem-solving skills
Experience in Python, Exploratory Data Analysis (EDA), Feature Engineering, Data Visualisation
Machine Learning libraries like Scikit-learn, XGBoost
Experience in building models for ML tasks (Regression, Classification)
Experience of model training and serving on any of the cloud environments (AWS, GCP, Azure)
Experience in distributed training of models on Nvidia GPU’s
Familiarity in Dockerizing the model and create model end points (Rest or gRPC)
Strong working knowledge of source code control tools such as Git, Bitbucket
Prior experience of designing, developing and maintaining Machine Learning solution through its Life Cycle is highly advantageous
Analyze healthcare claims, referral, and clinical data to identify trends, and recognize outliers.
Build predictive models to gauge capacity, identify denials, estimate revenue for certain types of care or interventions
Strong drive to learn and master new technologies and techniques
Strong communication and collaboration skills
Good attitude and self-motivated
Why Wavelabs
An AI first company – we are an AI first company and help our clients to build products using the latest technologies like ML, DL (CV, NLP) and MLOps
We built an end-to-end AI framework to help our clients to accelerate their journey to launch models (https://insight.wavelabs.ai)
We joined the Nvidia Partner Network as a Professional Services partner focused on building solutions powered by Nvidia GPU and software ecosystem (https://www.wavelabs.ai/news_and_updates/wavelabs-technologies-joins-nvidia-partner-network/)
We work closely with academic experts and research groups to solve some of the niche problems in medical imaging, biopharma, life sciences, law firms, retail and agriculture
Work environment – we have an environment to create an impact on the client business and transform innovative ideas into reality. Even our junior engineers get the opportunity to work on different product features in complex domains
Open communication, flat hierarchy, plenty of individual responsibility
Job Type: Full-time
Salary: ₹986,309.04 - ₹3,497,688.59 per year
Benefits:
Flexible schedule
Health insurance
Paid sick time
Paid time off
Schedule:
Flexible shift
Monday to Friday
Morning shift
Supplemental pay types:
Joining bonus
Performance bonus
Shift allowance
Yearly bonus
Ability to commute/relocate:
Hyderabad, Telangana: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Preferred)
Experience:
total work (Preferred)

Health insurance
Hiring Insights
Hiring 4 candidates for this role
Job activity
Employer reviewed job 2 days ago
Posted 8 days ago",-1.0,Wavelabs Technologies,"Hyderabad, Telangana","Health insurance , Paid time off , Paid sick time",Full-time,0,0,0,986309,3497689,2241999.0,Telangana,1,0,0,1,1
Data Science with Python and Machine learning trainer,"₹25,000 - ₹30,000 a month","
need to take Data science, python, machine learning at our dadar west centre
Job Types: Full-time, Part-time
Part-time hours: 42 per week
Pay: ₹25,000.00 - ₹30,000.00 per month
Schedule:
Evening shift
Education:
Diploma (Required)
Experience:
Teaching: 2 years (Preferred)
total work: 2 years (Preferred)
Language:
English (Preferred)
Speak with the employer
+91 7208769880
Expected Start Date: 21/03/2023
Hiring Insights
Application response rate: 56%
Hiring 3 candidates for this role
Job activity
0
Posted 20 days ago",-1.0,L&D Edutech,"Mumbai, Maharashtra",,"Full-time, Part-time",1,0,0,25000,30000,27500.0,Maharashtra,1,0,0,0,0
Data scientist,"₹12,00,000 - ₹20,00,000 a year","
jaipur
Job Country: India
Job Industry: Information Technology (IT) & Telecommunication
Job Profile: Data Scientist
Training Duration: Not Required
Number of Jobs Opening: 2
Salary: ( 1200000 - 2000000 Per Year)
Job Type: Full Time
Required Experience: 5 Years
Minimum Education Level: Bachelor’s Degree
Primary Language Requirement: English
Level of Language: Intermediate
Secondary Language Requirement: English
Employee Acceptance: Only Citizens of the job location country
Work Location: Work from Home (WFH) /Remote Work
Hiring Need: Within 30 days
Job Description: A good job description starts with an attention-grabbing summary of the position and its role within your company. Your summary should provide an overview of your company and expectations for the position. Outline the types of activities and responsibilities required for the job so job seekers can determine if they are qualified, or if the job is suitable for them.
Job Requirement: A good job description starts with an attention-grabbing summary of the position and its role within your company. Your summary should provide an overview of your company and expectations for the position. Outline the types of activities and responsibilities required for the job so job seekers can determine if they are qualified, or if the job is suitable for them.
Hiring Insights
Job activity
Posted 30+ days ago",-1.0,Aurawoo International,"Remote in Jaipur, Rajasthan",Work from home,Full-time,0,0,0,1200000,2000000,1600000.0,Rajasthan,0,0,0,0,0
Data Scientist,"Up to ₹15,00,000 a year","
Profile : Data Scientist
Location: Pune/Mumbai
Exp: 4 + years
Introduce, Implement & Integrate AI techniques with Data Semantics (Contextual Understanding), deliver model in testable units of work to solve complex business problems and achieve strengthened value proposition. Being adept and adheres to ML Deployment Strategies as relevant.
AI/ML Hygiene: Reduce False Positives, Identify Spurious Variables, Boost Model Accuracy, Deal with Concept Drift & Periodic validation of ML Models, Reduce MLDebt.
Being adept and adheres to ML Deployment Strategies as relevant.
Navigate through Data Science Lifecycle, Statistical Model Building - Descriptive, Predictive, Prescriptive, AI/ML System Design & Architecture, MLOps, Sampling, Feature Engineering, Dimensionality Reduction, Principal Component Analysis, Supervised, Unsupervised & Reinforcement Learning ML Techniques & Models.
Work on LLMs, Generative AI
Being adept at Azure Tech Stack
Job Type: Full-time
Salary: Up to ₹1,500,000.00 per year
Schedule:
Day shift
Ability to commute/relocate:
Pune, Maharashtra: Reliably commute or planning to relocate before starting work (Required)
Experience:
total work: 4 years (Required)
ML Deployment Strategies: 4 years (Required)
AI techniques: 4 years (Required)
Hiring Insights
Application response rate: 74%
Hiring 2 candidates for this role
Job activity
Employer reviewed job 2 days ago
Posted 30+ days ago",-1.0,Amiscent Careers,"Pune, Maharashtra",,Full-time,0,0,0,0,1500000,750000.0,Maharashtra,0,0,0,0,0
Applied ML engineer,"₹25,00,000 - ₹55,00,000 a year","
About Sybill:
At Sybill (www.sybill.ai (http://www.sybill.ai/)), we are building an AI-powered, mind-reading partner for video calls. Sybill joins your calls with you and provides insights into your participants' reactions during various call topics. Imagine demoing the product to your clients and knowing exactly what excited them, what confuses them, and who might be interested in buying.
We're a venture-backed, early-stage enterprise SaaS startup, looking for entrepreneurial ML engineers to join our super-smart and talented founding team. ‍
Applied ML engineer role:
In this role, you will be focusing on our data science and natural language understanding stack. You will be designing and engineering ML models to understand video, audio, and meeting transcripts to create superhuman meeting insights, with a key focus on emotions. If you are interested in this rare opportunity to get in at the ground floor of a rapidly growing ML startup and transform the future of video conferencing, come join us.

Requirements:
We like driven, open-minded people with a desire to create AI systems to enhance human lives. In order to thrive at Sybill, you should have:

3+ years of experience as an ML engineer, data scientist, CV/NLP researcher, or in a related role
Experience dealing with semi-structured, multi-modal data
Experience building robust end-to-end data engineering pipelines for real-time systems at scale.
Ability to think analytically about data-driven problems and reason among various solutions
Proficiency in data science and machine learning using Python
BS in Computer Science, Math, Statistics or a related field
Benefits:
Join a fast-growing startup and help create your personal J.A.R.V.I.S. assistant
Work on some of the most challenging and rewarding AI problems of our generation
Competitive base salary (INR 25L - 55L per annum) and US standard equity package
Get out of the home and enjoy the in-person work environment
High-end Apple equipment for work as well food on the house
Hiring Insights
Job activity
Posted 30+ days ago",-1.0,sybill,"Bengaluru, Karnataka",,Full-time,0,0,0,2500000,5500000,4000000.0,Karnataka,1,0,0,0,0
Machine Learning Trainer,"₹3,61,291 - ₹16,03,523 a year","
We are seeking a skilled and experienced Python Machine Learning Trainer to join our team on a part-time basis. As a trainer, you will be responsible for designing and delivering training programs to help individuals and organisations develop their skills in Python Machine Learning.
Job Types: Part-time, Freelance
Contract length: 6 months
Part-time hours: 15 per week
Salary: ₹361,291.22 - ₹1,603,522.81 per year
Benefits:
Work from home
Schedule:
Flexible shift
Supplemental pay types:
Commission pay
Joining bonus
Ability to commute/relocate:
Kochin, Kerala: Reliably commute or planning to relocate before starting work (Required)
Experience:
total work: 1 year (Preferred)
Speak with the employer
+91 9747215853
Application Deadline: 02/04/2023
Expected Start Date: 05/04/2023
Hiring Insights
Hiring 4 candidates for this role
Urgently hiring
Job activity
Employer reviewed job 2 days ago
Posted 5 days ago",-1.0,EVOLVE ROBOTICS,"Remote in Kochi, Kerala",Work from home,"Part-time, Contractual / Temporary, Freelance",0,0,0,361291,1603523,982407.0,Kerala,1,0,0,0,0
Senior Data Scientist,"₹25,000 - ₹35,000 a month","
Sr. Data Analyst,
Shairu Gems Diamonds PVT. LTD.
Plot No. 166/A-2 & 170/C, Opp. SMC
Swimming Pool, Vastadevdi Road
Katargam, Surat-395004
Gujarat
Job Summary
Excellent opportunity for graduates and Postgraduates who have good knowledge on Microsoft Excel, Advance Python, Machine Learning, R studio.
Responsibilities and Duties
1. Good Knowledge on excel tools like V Look up, Pivot tables, & Conditional Formatting.
2. Interpreting and analyzing data using Excel tools.
3. Developing reports and analysis.
Job details:
Job Types: Full-time
Salary: 25,000 – 35,000 /month
Timing: 8:30 to 6:00 (Monday to Saturday)
Lunch Service also available.
Education:
Graduates & Post Graduates.
Freshers can apply.
Gender: Male/Female
Job Types: Full-time, Fresher
Salary: ₹25,000.00 - ₹35,000.00 per month
Benefits:
Food provided
Leave encashment
Provident Fund
Schedule:
Morning shift
Supplemental pay types:
Overtime pay
Yearly bonus
Ability to commute/relocate:
Surat, Gujarat: Reliably commute or planning to relocate before starting work (Required)
Experience:
total work: 1 year (Preferred)
Hiring Insights
Application response rate: 56%
Hiring 1 candidate for this role
Job activity
Employer reviewed job 4 days ago
Posted 30+ days ago",-1.0,Shairu Gems Diamonds PVT.LTD.,"Surat, Gujarat","Provident Fund , Leave encashment , Food provided","Full-time, Fresher",1,0,0,25000,35000,30000.0,Gujarat,1,1,0,0,1
Data science internship,"₹10,000 - ₹15,000 a month","
Data science internship with 100% placement.
Job Type: Full-time
Salary: ₹10,000.00 - ₹15,000.00 per month
Benefits:
Paid sick time
Schedule:
Day shift
Speak with the employer
+91 9656060277
Hiring Insights
On-going need to fill this role
Job activity
Employer reviewed job 6 days ago
Posted 21 days ago",3.0,Wahy Lab IT Solutions,"Kochi, Kerala",Paid sick time,Full-time,1,0,0,10000,15000,12500.0,Kerala,0,0,0,0,0
AI/ML Engineer,"₹20,000 - ₹48,253 a month","
Responsibilities :
Study and transform data science prototypes
Design machine learning systems
Research and implement appropriate ML algorithms and tools
Develop machine learning applications according to requirements
Select appropriate datasets and data representation methods
Run machine learning tests and experiments
Perform statistical analysis and fine-tuning using test results
Train and retrain systems when necessary
Extend existing ML libraries and frameworks
Keep abreast of developments in the field
Requirements :
Proven experience as a Machine Learning Engineer or similar role
Understanding of data structures, data modeling and software architecture
Deep knowledge of math, probability, statistics and algorithms
Ability to write robust code in Python, Java and R
Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)
Job Type: Full-time
Salary: ₹20,000.00 - ₹48,253.06 per month
Benefits:
Health insurance
Paid sick time
Paid time off
Schedule:
Morning shift
Ability to commute/relocate:
Ahmedabad, Gujarat: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Preferred)
Experience:
total work: 3 years (Preferred)

Health insurance
Hiring Insights
Hiring 7 candidates for this role
Job activity
0
Posted 30+ days ago",-1.0,Apping Technology,"Ahmadabad, Gujarat","Health insurance , Paid time off , Paid sick time",Full-time,1,0,0,20000,48253,34126.5,Gujarat,1,0,0,0,0
Machine Learning Team Lead,"₹15,00,000 - ₹18,00,000 a year","
10+ years of experience working in data science environments
2+ years of experience as a team lead
Knowledge of modern neural network architectures and practices, with experience on instance and semantic detection and image classification
Good knowledge of Python, being able to write and review neural network code in PyTorch
You have significant experience applying machine learning to real business problems
Fluent in English
Specialized in Computer Vision, with knowledge in traditional 2D and 3D approaches (keypoints, optical flow, curve detection, )
Knowledgeable with at least one SQL dialect or relational algebra
Job Type: Full-time
Pay: ₹1,500,000.00 - ₹1,800,000.00 per year
Benefits:
Work from home
Schedule:
Flexible shift
Experience:
total work (Preferred)
Work Location: Remote
Hiring Insights
On-going need to fill this role
Job activity
Posted Today",-1.0,Prosporaisers Financial Services,Remote,Work from home,Full-time,0,0,0,1500000,1800000,1650000.0,Remote,1,0,0,0,0
Data Scientist,"₹7,00,000 - ₹10,00,000 a year","
Position : Data Scientist
Experience : 2 to 4 years
Company Details : US based company working on AI & ML domain
Working Days : 5 Days a week
Location : Ahmedabad
Key Skills:
Have a Data Science acumen
Able to explore the data and understand the problem
Be able to implement a solution
Test your implementation
Document your work
Clean codes that can be reused
Aware of general developments in the Data Science area
Requirement:
Bachelor's Degree in Computer Science, Operations Research, Statistics, or related field.
Knowledge of R, or Python
Knowledge of building regression and classification models
Regularization methods: Lasso, Ridge
Ensemble methods: Random Forest, Boosting
Time Series analysis: Auto-regression, moving average, etc.
Graphs modeling
Support Vector Machines
Decision trees
Job Type: Full-time
Salary: ₹700,000.00 - ₹1,000,000.00 per year
Schedule:
Day shift
Monday to Friday
Ability to commute/relocate:
Ahmedabad - 380051, Gujarat: Reliably commute or planning to relocate before starting work (Required)
Experience:
Data science (Required)
Hiring Insights
Hiring 1 candidate for this role
Job activity
Employer reviewed job 18 days ago
Posted 30+ days ago",-1.0,Elite HR Services,"Ahmadabad, Gujarat",,Full-time,0,0,0,700000,1000000,850000.0,Gujarat,1,0,0,0,0
Artificial Intelligence & Machine Learning,"₹30,000 - ₹50,000 a month","
Bachelor’s degree or higher in computer science, or a related field.
Demonstrated knowledge and experience with machine learning and artificial intelligence techniques (algorithm design, supervised/unsupervised machine learning, neural networks, etc.)
Experience in deep learning, natural language processing (NLP) and related frameworks such as TensorFlow, PyTorch and Caffeine
Demonstrated experience in designing, developing and deploying successful AI models and systems.
Ability to evaluate, develop and optimize ML/AI models
Ability to stay on top of new developments and apply them to projects.
Excellent problem solving, bug tracking and analytical judgment.
Attention to detail and ability to follow through on tasks.
Excellent communication, presentation skills and collaboration skills.
Ability to work independently, as part of a team, and/or manage projects and their components.
Job Type: Full-time
Salary: ₹30,000.00 - ₹50,000.00 per month
Benefits:
Flexible schedule
Paid sick time
Paid time off
Provident Fund
Schedule:
Day shift
Monday to Friday
Supplemental pay types:
Overtime pay
Ability to commute/relocate:
Mohali Sas Nagar, Chandigarh: Reliably commute or planning to relocate before starting work (Required)
Experience:
total work: 1 year (Required)
Speak with the employer
+91 9056899961
Hiring Insights
Hiring 1 candidate for this role
Job activity
Employer reviewed job 4 days ago
Posted 18 days ago",-1.0,Creative Buffer,"Mohali Sas Nagar, Chandigarh","Provident Fund , Paid time off , Paid sick time",Full-time,1,0,0,30000,50000,40000.0,Chandigarh,0,0,0,0,1
Urgently hiring Associate Data Scientist,"₹3,25,000 - ₹5,00,000 a year","
We are building an ERP solution, that is enabled by artificial intelligence. We aim to provide products for building better accounting and various other solutions. Our solution uses state-of-the-art machine learning & deep learning algorithms to solve some of the most crucial problems. We are also on a mission to nurture and grow great AI/ML engineers by providing beginner and advanced level AI positions as well as internships.
Data Science/AI
Responsibilities
Design and build an AI development and delivery pipeline, including infrastructure.
Brainstorm on the advantages and limitations of infusing AI on product streams, along with Product team.
Design and build AI models from scratch and integrate on to product
Take up R&D activities on problem solving.
Have a deep understanding of the product, and identify opportunities for Intelligent Automation.
Mandatory Requirements
1-2 years of experience in AI Engineer/ML Engineer roles.
Expert level knowledge in Python.
Thorough understanding of ML Algorithms (classification, regression, clustering, decision trees, optimization).
Knowledge of DL Algorithms (ANN, CNN, RNN, LSTM)
Experience working on NLP and CV use cases.
Expertise in nltk, sklearn, opencv, pil required. Experience with TensorFlow/Keras/Torch preferred.
Problem solving mindset, and good articulation skills.
Optional Requirements
Knowledge in Java would be added advantage
Understanding of SDLC, Version Control, basic devops and CI/CD pipelines.
Ability to handle client interactions
Basics of Big Data/Data Engineering
Job Type: Full-time
Salary: ₹325,000.00 - ₹500,000.00 per year
Benefits:
Commuter assistance
Health insurance
Schedule:
Day shift
Supplemental pay types:
Performance bonus
Ability to commute/relocate:
Trivandrum, Kerala: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Preferred)
Experience:
total work: 1 year (Preferred)
Application Deadline: 31/03/2023
Expected Start Date: 31/03/2023

Health insurance
Hiring Insights
Hiring 3 candidates for this role
Job activity
Employer reviewed job 5 days ago
Posted 18 days ago",-1.0,Pinnacle Software and Services Pvt Ltd,"Thiruvananthapuram, Kerala",,Full-time,0,0,0,325000,500000,412500.0,Kerala,1,0,0,0,0
Data Manager,"₹15,090 - ₹50,029 a month","
Job Title: Data Mining Specialist
Job Summary:
We are seeking an experienced Data Mining Specialist to join our digital marketing agency. As a Data Mining Specialist, you will be responsible for collecting and analyzing data to inform our clients' digital marketing strategies. You will work closely with our clients and internal teams to identify data sources, extract relevant information, and provide insights that drive business growth.
Responsibilities:
Collect and analyze data from various sources, such as website analytics, social media platforms, and customer databases.
Develop and implement data mining strategies that meet clients' business objectives.
Collaborate with clients and internal teams to identify data sources and extract relevant information.
Create reports and visualizations that effectively communicate data insights to clients and internal teams.
Stay up-to-date with industry developments and changes in data mining technologies and techniques.
Continuously analyze and optimize data mining processes to improve efficiency and accuracy.
Provide recommendations to clients on how to leverage data insights to improve their overall digital marketing efforts.
Develop and maintain data management processes to ensure data accuracy and integrity.
Requirements:
Bachelor's degree in data science, computer science, statistics, or related field.
Minimum of 1 years of experience in data mining and analysis.
Strong knowledge of data mining tools and techniques, such as SQL, Python, and R.
Experience with data visualization tools, such as Tableau or Power BI.
Excellent communication and interpersonal skills.
Ability to work independently and as part of a team.
Strong attention to detail and project management skills.
Knowledge of digital marketing channels and strategies is a plus.
If you are passionate about data mining and have a track record of driving business growth through data insights, we encourage you to apply for this exciting opportunity to join our team.
Job Types: Full-time, Regular / Permanent
Salary: ₹15,090.26 - ₹50,029.36 per month
Benefits:
Health insurance
Provident Fund
Work from home
Schedule:
Day shift
Flexible shift
Supplemental pay types:
Commission pay
Performance bonus
Yearly bonus
Ability to commute/relocate:
Bangalore, Karnataka: Reliably commute or planning to relocate before starting work (Required)
Experience:
total work: 1 year (Preferred)

Health insurance
Hiring Insights
Hiring 2 candidates for this role
Job activity
0
Posted 25 days ago",-1.0,Growth panda,"Remote in Bengaluru, Karnataka","Work from home , Provident Fund , Health insurance","Full-time, Regular / Permanent",1,0,0,15090,50029,32559.5,Karnataka,1,0,0,0,1
Junior Data Scientist/ta,"₹7,00,000 - ₹15,00,000 a year","
Junior Data Scientist/ta
Gurugram, Bangalore, Mumbai, Pune, Chennai, Hyderabad


candidate should qualify checklist written below:

Ques: Does the candidate has strong knowledge in Data Science/ Machine Learning/ Artificial Intelligence ? Please mention

Ques: Is the candidate willing to work full time as a Data Science program Manager/ Academic and content delivery/ End to End Curriculam delivery and management ?

Ques: Does the candidate has Data Science/ Machine learning content development and academic delivery experience/ Faculty Development programs in any Teaching Institution or E - Learning Companies?


Job Specifications

Exp. 1.0 - 5.0 Year(s)
Annual Fixed CTC Min : 7.0 Lacs Max: 15.0 Lacs
Qualification B.Tech/B.E. , Any Post Graduation
No of openings 3
Additional Doc/Msg
Experience
1 - 5 Years

Salary
7 Lac To 15 Lac P.A.

Industry
IT Software - Application Programming / Maintenance

Qualification
Other Bachelor Degree, MD/Medicinae Doctor, Other Doctorate Degree

Key Skills
Data Scientist


About Company
Company Name
Great Learning


About Company
Great Learning is an online and hybrid learning company that offers high-quality, impactful, and industry-relevant learning programs to working professionals. These programs help them master data-driven decision-making regardless of the sector or function they work in and secure their career growth into the future. These programs are delivered through a convenient and robust technology-enabled experience with no disruption to their careers.

Contact Person
Pramod Kumar

Address
Gurgaon

Mobile
8506010400

Email ID
jobwsd@gmail.com
Hiring Insights
Job activity
Posted 30+ days ago",-1.0,WSD Consultant,"Gurgaon District, Haryana",,Full-time,0,0,0,700000,1500000,1100000.0,Haryana,0,0,0,0,0
Data Scientist,"₹29,00,000 - ₹31,00,000 a year","
Job Description :
Have BE / BTech / BS / ME / MS in engineering, mathematics or computer science.
Have 5+ years of experience as a (senior) data scientist working on Computer Vision topics with at least 1.5 years in OCR or NLP.
Have hands-on experience with Tensorflow, PyTorch, Caffe, DeepStream, etc.
Have a strong foundation in core Computer Vision, Deep Learning, ML and Statistical Inference concepts.
Be experienced in guiding junior members of the team.
You're also eager to pick up new technologies such as unsupervised learning.
Have an experience in GANs and Synthetic data generation.
You can read an ML / AI paper, understand it in a good depth, and quickly implement the core concept.
Enjoy spending hours coding away on a terminal. Preferably in Python, C, C++.
You think-through the design of your algorithm to avoid logical flaws and redundancies.
You love brevity, but never trade readability for brevity. Git push is your hygiene routine, just like brushing your teeth every day.
Carry a healthy obsession for testing, reproducibility and rigor in general. For developing any new feature / module, you habitually start by first writing code for the test-cases _before_ you start writing the algorithm module.
You always fret about 'reproducibility' of your results on ""un-seen"" data and put in the necessary mechanisms to ensure the same.
Be familiar with Data Pipeline Engineering and ML-Ops Concepts.
Hands-on experience with deploying the models and algorithms on Azure ML or any cloud experience. (No. of Production Deployments of Computer Vision Projects?)
An owner's mindset - you don't shy away from the hard stuff.
Scrappiness, can-do attitude, and the confidence to just get stuff done.
Results orientated and a business mindset.
Prior experience with automotive InsureTech, damage detection, small damage repairs domain is a plus.
Prior experience with Synthetic data generation in an operational context is a plus.
Hands-on experience with Data Pipeline Engineering, and ML Ops is a plus.
Job Type: Full-time
Salary: ₹2,900,000.00 - ₹3,100,000.00 per year
Ability to commute/relocate:
Bangalore, Karnataka: Reliably commute or planning to relocate before starting work (Required)
Experience:
total work (Preferred)
Hiring Insights
Hiring 2 candidates for this role
Job activity
Employer reviewed job 2 days ago
Posted 5 days ago",3.3,AdvanSoft,"Bengaluru, Karnataka",,Full-time,0,0,0,2900000,3100000,3000000.0,Karnataka,1,0,0,1,0
